t_index	term	df
6327	luxembourg	3
6328	luxor	2
6329	luxuri	5
6330	lvador	1
6331	lwr	3
6332	lyhoog	1
6333	lynch	2
6334	lyndon	9
6335	lynn	3
6336	lyon	1
6337	lyric	4
6338	mac	4
6339	macarthur	1
6340	macdonald	14
6341	maceda	19
6342	macedonia	2
6343	machaca	4
6344	machet	11
6345	machin	29
6346	machineri	5
6347	machinist	2
6348	mack	11
6349	macon	1
6350	mad	4
6351	madden	1
6352	maddock	5
6353	made	431
6354	madelein	43
6355	madelin	4
6356	madinat	1
6357	madison	4
6358	madix	1
6359	madra	4
6360	madrassah	3
6361	madrid	15
6362	maelstrom	1
6363	mafia	3
6364	magana	6
6365	maganbhai	5
6366	magazin	13
6367	mager	2
6368	maggi	2
6369	magic	2
6370	magistr	3
6371	magnanim	3
6372	magnat	3
6373	magnet	1
6374	magnifi	4
6375	magnific	1
6376	magnitogorsk	2
6377	magnitud	92
6378	magnu	14
6379	magnum	4
6380	mahajan	4
6381	mahatma	1
6382	mahesh	1
6383	mahmood	1
6384	mahmoud	1
6385	mahogani	1
6386	mahopac	1
6387	mahur	8
6388	maiden	1
6389	mail	23
6390	maim	4
6391	main	150
6392	mainagashev	1
6393	mainland	1
6394	mainli	18
6395	mainstay	1
6396	maintain	53
6397	mainten	29
6398	mainupl	1
6399	maj	5
6400	majdanpek	1
6401	majoli	7
6402	major	280
6403	make	415
6404	maker	8
6405	makeshift	16
6406	maketa	2
6407	makeup	1
6408	malaysia	4
6409	malaysian	3
6410	malca	1
6411	malcolm	4
6412	male	2
6413	malevol	4
6414	malfunct	13
6415	malhotra	10
6416	mali	6
6417	malic	2
6418	maliss	1
6419	malivai	1
6420	mall	7
6421	malnourish	1
6422	malnutrit	1
6423	malon	1
6424	maloney	2
6425	mama	1
6426	mamad	2
6427	mamansk	1
6428	mammoth	2
6429	man	320
6430	manag	94
6431	manama	5
6432	mananga	1
6433	manannikova	1
6434	manau	1
6435	manchest	1
6436	mandat	11
6437	mandatori	9
6438	mandela	1
6439	maneuv	30
6440	mangal	1
6441	mangl	12
6442	mangu	1
6443	manhattan	17
6444	manhunt	35
6445	mani	597
6446	mania	5
6447	manifest	1
6448	manifold	1
6449	manind	1
6450	manipul	30
6451	mann	8
6452	manner	15
6453	manorama	1
6454	mansfield	1
6455	mansi	3
6456	mansion	28
6457	mansoob	1
6458	mansoon	1
6459	mantra	4
6460	manual	3
6461	manuel	9
6462	manufactur	14
6463	maoist	2
6464	map	15
6465	maquiladora	1
6466	mar	20
6467	maradiaga	2
6468	maraniss	1
6469	marat	27
6470	marathon	6
6471	marbella	1
6472	marbl	3
6473	marburi	1
6474	marc	32
6475	marcela	1
6476	marcelo	2
6477	march	89
6478	marchenko	1
6479	marcher	8
6480	marci	1
6481	marco	24
6482	marg	1
6483	margaret	4
6484	margin	34
6485	margolin	3
6486	mari	27
6487	maria	18
6488	mariam	1
6489	mariana	2
6490	mariano	1
6491	marietta	3
6492	marija	1
6493	marijuana	7
6494	marilyn	4
6495	marin	53
6496	mario	9
6497	marit	2
6498	maritim	17
6499	marjanov	3
6500	mark	100
6501	market	44
6502	marketplac	2
6503	marko	18
6504	markov	15
6505	marlborough	2
6506	marlen	2
6507	marlin	36
6508	marlton	1
6509	marmian	2
6510	maroon	1
6511	marquez	39
6512	marrero	2
6513	marri	8
6514	marriag	10
6515	marroquin	1
6516	marrow	1
6517	marsha	5
6518	marshal	16
6519	marshallfor	1
6520	marshallreport	1
6521	mart	2
6522	marta	2
6523	martha	3
6524	marti	2
6525	martial	1
6526	martin	64
6527	martina	43
6528	martinez	10
6529	martyr	3
6530	martz	2
6531	marv	1
6532	marvel	2
6533	marxist	12
6534	maryland	3
6535	masia	1
6536	mask	6
6537	mason	4
6538	masonri	11
6539	masquerad	1
6540	masri	4
6541	mass	52
6542	massachusett	5
6543	massacr	7
6544	masseus	1
6545	massi	10
6546	massif	1
6547	massiv	74
6548	mast	1
6549	master	15
6550	masteri	1
6551	mastermind	33
6552	mat	1
6553	match	260
6554	matchup	6
6555	mate	22
6556	materi	52
6557	math	1
6558	mathemat	3
6559	mathewson	2
6560	mathieu	1
6561	matic	5
6562	matt	1
6563	matter	88
6564	matthew	9
6565	mattingli	1
6566	mattress	5
6567	matur	2
6568	mauresmo	10
6569	mauricio	1
6570	mauritania	4
6571	mauro	2
6572	mausoleum	3
6573	max	1
6574	maxim	2
6575	maximalist	1
6576	maximum	41
6577	may	375
6578	mayb	54
6579	mayhem	3
6580	mayor	35
6581	maze	2
6582	mbeki	3
6583	mcalest	6
6584	mcarthur	1
6585	mcauliff	4
6586	mcavoy	1
6587	mccain	6
6588	mccarthi	3
6589	mcclean	1
6590	mcclure	2
6591	mccollum	7
6592	mccomb	1
6593	mcconnel	1
6594	mcdaniel	1
6595	mcdonald	3
6596	mcdoogl	3
6597	mcdougal	35
6598	mcduff	2
6599	mcduge	1
6600	mcenro	7
6601	mcgwire	2
6602	mci	1
6603	mcintosh	1
6604	mcnamara	1
6605	mcveigh	1
6606	md	10
6607	meager	2
6608	meal	8
6609	mean	152
6610	meaning	2
6611	meant	23
6612	meantim	14
6613	meanwhil	78
6614	measur	90
6615	meat	4
6616	mecca	2
6617	mechan	11
6618	mechanicsvil	3
6619	medal	10
6620	medalist	7
6621	media	93
6622	mediat	25
6623	medic	124
6624	medicar	15
6625	medicin	20
6626	medina	6
6627	medinat	2
6628	mediterranean	6
6629	medium	7
6630	meena	1
6631	meet	251
6632	megaphon	1
6633	megawatt	2
6634	meghann	3
6635	megrahi	5
6636	meguid	1
6637	mehta	5
6638	mei	1
6639	mel	109
6640	mela	3
6641	melancholi	1
6642	melbourn	31
6643	mele	9
6644	melissa	7
6645	mell	1
6646	mellman	1
6647	melros	1
6648	melt	3
6649	melvin	4
6650	member	306
6651	membership	4
6652	memento	1
6653	memo	20
6654	memoir	1
6655	memor	4
6656	memorandum	1
6657	memori	71
6658	memphi	1
6659	men	379
6660	menac	1
6661	mend	3
6662	menet	4
6663	mengistu	1
6664	mensch	1
6665	mental	16
6666	mention	48
6667	mentor	1
6668	menu	2
6669	mer	1
6670	merced	7
6671	merchant	6
6672	merci	7
6673	merciless	1
6674	mere	17
6675	merg	3
6676	merger	2
6677	meri	2
6678	merianov	1
6679	merit	13
6680	merlin	2
6681	mermonsk	1
6682	mermosk	1
6683	mern	1
6684	merri	2
6685	mershon	15
6686	mesh	2
6687	mesmer	1
6688	mess	24
6689	messag	66
6690	messeng	1
6691	met	91
6692	metal	41
6693	metallurg	2
6694	metaphor	3
6695	meteorolog	6
6696	meteorologist	3
6697	meter	2
6698	method	15
6699	methodist	2
6700	methodolog	1
6701	methyl	1
6702	meticul	4
6703	metropolitan	1
6704	mexican	5
6705	mexico	56
6706	mi	2
6707	mia	24
6708	miami	22
6709	miand	1
6710	micandinov	4
6711	mich	11
6712	michael	49
6713	michal	3
6714	michel	4
6715	michella	2
6716	michigan	29
6717	mickelson	3
6718	mickli	1
6719	microphon	2
6720	microscop	2
6721	micunov	3
6722	mid	38
6723	midafternoon	1
6724	midday	12
6725	middl	195
6726	mideast	29
6727	midhar	3
6728	midnight	21
6729	midpoint	1
6730	midsect	3
6731	midst	7
6732	midstream	1
6733	midway	2
6734	midweek	1
6735	midwest	3
6736	midwestern	1
6737	mif	1
6738	mift	1
6739	mig	1
6740	might	232
6741	mighti	4
6742	migrant	3
6743	migrat	6
6744	miguel	18
6745	mihailova	1
6746	mihajlov	6
6747	mihdar	15
6748	miiltari	1
6749	mik	1
6750	mike	34
6751	mikhail	8
6752	mikhailov	1
6753	mikilo	1
6754	miklaszeski	1
6755	miklaszewski	25
6756	miklaszweski	1
6757	mil	30
6758	milagro	2
6759	milan	10
6760	milanko	1
6761	milanov	2
6762	mild	7
6763	mildli	1
6764	mildr	1
6765	mile	221
6766	mileston	2
6767	milica	2
6768	milit	71
6769	militantli	3
6770	militar	3
6771	militari	575
6772	militarili	11
6773	militia	2
6774	militiamen	1
6775	milivoj	1
6776	milivojev	2
6777	milk	1
6778	milken	82
6779	mill	4
6780	millenni	1
6781	millennium	4
6782	miller	10
6783	millimet	2
6784	million	311
6785	millionair	15
6786	milo	3
6787	milosev	1258
6788	milosov	2
6789	milovan	2
6790	milroy	3
6791	milutin	4
6792	milutinov	17
6793	milwauke	6
6794	min	1
6795	minaret	2
6796	minc	1
6797	mind	43
6798	minder	2
6799	mindset	1
6800	mine	120
6801	minefield	1
6802	miner	40
6803	minesweep	1
6804	ming	1
6805	mingl	5
6806	minh	40
6807	miniatur	1
6808	minim	3
6809	minimum	15
6810	minist	297
6811	ministri	40
6812	minivan	1
6813	minn	4
6814	minneapoli	2
6815	minner	2
6816	minnesota	18
6817	minnesotan	1
6818	minor	48
6819	mint	1
6820	minu	8
6821	minut	140
6822	mira	4
6823	miracl	12
6824	miracul	7
6825	miranda	9
6826	mirco	1
6827	miriam	1
6828	mirjana	9
6829	mirko	2
6830	miroljub	1
6831	miroslav	2
6832	miroslava	2
6833	mirror	3
6834	misappli	2
6835	miscalcul	1
6836	misconduct	1
6837	misconstru	1
6838	miscu	1
6839	misde	2
6840	misdemeanor	12
6841	miser	4
6842	miseri	1
6843	misfir	4
6844	misfortun	1
6845	misguid	1
6846	misha	2
6847	mishandl	7
6848	mishap	1
6849	mishra	1
6850	misinform	2
6851	misl	2
6852	mislead	1
6853	mismanag	3
6854	mismatch	4
6855	misnom	1
6856	mispronounc	1
6857	misrepres	1
6858	misrepresent	1
6859	misri	2
6860	miss	232
6861	missil	72
6862	mission	79
6863	missionari	3
6864	mississippi	14
6865	missouri	148
6866	missourian	7
6867	misspel	1
6868	misstat	4
6869	misstep	2
6870	mistak	38
6871	mistaken	3
6872	mistreat	6
6873	mistress	6
6874	mistrust	1
6875	misunderstand	5
6876	misunderstood	4
6877	misus	2
6878	mitch	6
6879	mitchel	16
6880	mitic	2
6881	mitig	5
6882	mitra	1
6883	mitrovica	1
6884	mittman	1
6885	mix	26
6886	mixtur	3
6887	mladic	2
6888	mladjan	3
6889	mo	14
6890	moammar	1
6891	moan	1
6892	mob	30
6893	mobil	18
6894	mock	5
6895	mockeri	1
6896	mode	4
6897	model	13
6898	moder	31
6899	modern	24
6900	modest	7
6901	modifi	7
6902	mofrt	1
6903	mogul	5
6904	moham	29
6905	mohammad	1
6906	mohm	1
6907	mohsen	4
6908	moin	1
6909	molass	1
6910	mold	1
6911	mole	1
6912	molest	1
6913	molotov	1
6914	mom	5
6915	momcilo	1
6916	moment	152
6917	moments	1
6918	momentum	14
6919	momir	5
6920	mommi	1
6921	mona	2
6922	monarch	1
6923	monarchi	3
6924	monasteri	2
6925	monday	375
6926	monetari	13
6927	money	176
6928	mong	1
6929	monger	2
6930	monica	37
6931	moniqu	1
6932	monitor	15
6933	monopol	1
6934	monoxid	2
6935	monsignor	1
6936	mont	1
6937	montana	11
6938	montecino	11
6939	montelo	1
6940	montenegrin	17
6941	montenegro	44
6942	montesino	248
6943	montesseno	2
6944	montgomeri	2
6945	month	382
6946	monthli	1
6947	monthlong	1
6948	monticello	1
6949	montonegro	1
6950	montono	1
6951	montoursvil	1
6952	monument	4
6953	moo	1
6954	mood	23
6955	moolgd	1
6956	moon	1
6957	mooney	1
6958	mooni	1
6959	moor	77
6960	moorin	1
6961	moot	1
6962	mope	1
6963	moral	48
6964	morali	1
6965	morariu	6
6966	moratorium	6
6967	moreno	11
6968	moreov	2
6969	moresmo	1
6970	morgan	1
6971	morgu	10
6972	mori	5
6973	morison	3
6974	mork	1
6975	morn	185
6976	moroccan	3
6977	morocco	8
6978	moros	1
6979	morph	1
6980	morrano	1
6981	morri	2
6982	morrisvil	2
6983	mortal	2
6984	mortar	4
6985	mortem	2
6986	morton	6
6987	moscow	176
6988	mosqu	20
6989	mosquito	1
6990	mossad	2
6991	mostli	47
6992	motahar	1
6993	motel	15
6994	moth	1
6995	mother	105
6996	motherland	1
6997	motherless	1
6998	motion	11
6999	motiv	24
7000	motley	1
7001	motor	46
7002	motorbik	1
7003	motorcad	13
7004	motorcycl	8
7005	motorist	1
7006	motsak	13
7007	motto	2
7008	mound	12
7009	mount	47
7010	mountain	54
7011	mountainsid	7
7012	mountaintop	1
7013	mourn	22
7014	mourner	16
7015	mourton	1
7016	mouth	4
7017	mouthpiec	3
7018	move	296
7019	movement	45
7020	mover	6
7021	movi	12
7022	mow	2
7023	moya	14
7024	moynihan	6
7025	moyo	1
7026	mozambiqu	2
7027	mph	16
7028	mr	386
7029	mra	3
7030	mrclinton	1
7031	ms	5
7032	msnbc	7
7033	mtv	1
7034	mubarak	23
7035	much	363
7036	mud	32
7037	muddi	5
7038	muddl	3
7039	mudslid	6
7040	mueller	11
7041	muezzin	1
7042	muffl	3
7043	mug	3
7044	mugab	8
7045	muhajiroun	3
7046	muham	1
7047	muhammad	10
7048	mujahedeen	1
7049	mujahedin	1
7050	mujahid	1
7051	mull	3
7052	mullah	2
7053	mulligan	1
7054	mullin	9
7055	mulshankar	8
7056	multi	1
7057	multifacet	2
7058	multilingu	1
7059	multimillion	2
7060	multimillionair	3
7061	multin	4
7062	multiparti	2
7063	multipl	14
7064	multipli	1
7065	multistori	8
7066	multitud	2
7067	mum	2
7068	mumbai	1
7069	munchak	1
7070	mundan	2
7071	munich	1
7072	municip	17
7073	munit	3
7074	muprhi	1
7075	muqbel	12
7076	murder	78
7077	murdoch	2
7078	murk	1
7079	murki	4
7080	murmansk	5
7081	murmosk	1
7082	murousi	1
7083	murphi	43
7084	murray	7
7085	murtza	1
7086	musawah	4
7087	muscl	4
7088	muscular	1
7089	muse	1
7090	museum	9
7091	musharraf	4
7092	music	18
7093	musician	3
7094	muslim	114
7095	must	169
7096	mustach	2
7097	muster	1
7098	mute	9
7099	mutil	2
7100	mutin	1
7101	mutini	11
7102	muttawakil	1
7103	mutter	1
7104	mutual	1
7105	myakka	2
7106	myasthenia	1
7107	mydan	1
7108	myer	7
7109	myong	2
7110	mysteri	17
7111	mystiqu	1
7112	myth	5
7113	mythic	1
7114	naacp	1
7115	nab	2
7116	nabil	1
7117	nachtig	7
7118	nacion	1
7119	nadejda	1
7120	nader	41
7121	naderi	6
7122	nadia	1
7123	nadler	2
7124	nadu	1
7125	nagel	1
7126	nagl	1
7127	nagyova	3
7128	nahdi	1
7129	nai	1
7130	nail	3
7131	naina	5
7132	nainabehn	1
7133	nairobi	7
7134	nairri	1
7135	naiv	1
7136	naji	2
7137	najjar	1
7138	nake	2
7139	nam	4
7140	namast	1
7141	nambiar	1
7142	name	238
7143	namesak	1
7144	namrata	8
7145	nanci	5
7146	nanni	1
7147	nanuet	2
7148	naoya	1
7149	nap	2
7150	narayan	2
7151	narayanan	2
7152	narbheram	1
7153	narcot	16
7154	narr	1
7155	narrow	35
7156	narrowli	9
7157	nasa	1
7158	nasdaq	1
7159	nashvil	11
7160	nasir	1
7161	nasr	1
7162	nassou	2
7163	nasti	1
7164	nastier	1
7165	natalia	1
7166	nath	1
7167	nati	1
7168	nation	687
7169	nationalcop	1
7170	nationalist	23
7171	nationwid	23
7172	nativ	19
7173	nato	102
7174	natop	1
7175	natta	1
7176	natter	25
7177	natur	50
7178	nauf	1
7179	navajo	7
7180	naval	140
7181	navarro	1
7182	navasota	1
7183	navcent	2
7184	navel	1
7185	navi	630
7186	navig	2
7187	navnirman	1
7188	navpalib	4
7189	navrotski	20
7190	navstanorva	1
7191	navymen	2
7192	nazi	3
7193	nbc	140
7194	nd	12
7195	ne	1
7196	nea	1
7197	near	213
7198	nearbi	74
7199	nearest	1
7200	nearli	140
7201	neat	4
7202	neatli	1
7203	neb	1
7204	nebojsa	15
7205	nebraska	5
7206	necess	2
7207	necessari	31
7208	necessarili	10
7209	necessit	3
7210	neck	15
7211	ned	2
7212	need	347
7213	needi	1
7214	neediest	1
7215	needl	1
7216	neeman	1
7217	neg	12
7218	negat	1
7219	neglect	2
7220	neglig	4
7221	negoti	97
7222	neighbor	98
7223	neighborhood	90
7224	neighborli	5
7225	neil	2
7226	neill	5
7227	neither	39
7228	nelli	1
7229	nelson	12
7230	nemesi	4
7231	nemeth	3
7232	nena	1
7233	nenad	30
7234	nenadov	1
7235	nene	2
7236	neo	7
7237	nepal	8
7238	nephew	5
7239	neruda	3
7240	nerv	5
7241	nervou	12
7242	nervous	4
7243	nese	1
7244	ness	2
7245	nest	2
7246	net	107
7247	netherland	15
7248	network	81
7249	neutral	4
7250	nevada	9
7251	never	184
7252	nevertheless	9
7253	nevypolneniy	1
7254	new	904
7255	newark	1
7256	newburi	39
7257	newcomb	1
7258	newer	1
7259	newest	6
7260	newfound	1
7261	newli	35
7262	newlyw	2
7263	newport	2
7264	news	532
7265	newscast	8
7266	newslett	4
7267	newsmagazin	2
7268	newsnow	1
7269	newspap	70
7270	newsroom	1
7271	newsstand	1
7272	newsweek	3
7273	newswir	1
7274	next	324
7275	nfl	1
7276	ng	4
7277	nga	4
7278	ngan	1
7279	ngo	4
7280	ngoc	2
7281	nguessan	2
7282	nguyen	7
7283	nhan	1
7284	nhema	1
7285	ni	13
7286	nic	2
7287	nicaragua	3
7288	nice	10
7289	niceti	1
7290	nich	1
7291	nichola	2
7292	nick	7
7293	nicknam	5
7294	nicodem	2
7295	nicol	3
7296	nicola	10
7297	nidal	1
7298	niec	3
7299	nielsen	1
7300	nien	2
7301	nieto	1
7302	nigeria	14
7303	nigerian	1
7304	night	303
7305	nightclub	3
7306	nighter	1
7307	nightfal	3
7308	nightgown	2
7309	nightli	2
7310	nightmar	6
7311	nightmarish	1
7312	nighttim	6
7313	nikit	1
7314	nikol	3
7315	nikola	3
7316	niksic	2
7317	nimesh	1
7318	nin	2
7319	nina	5
7320	nine	53
7321	nineti	1
7322	nino	1
7323	ninth	37
7324	nip	2
7325	nirmala	1
7326	nissan	3
7327	nitex	2
7328	nitrat	1
7329	nitti	1
7330	nixon	19
7331	nizali	1
7332	nleomf	1
7333	nn	1
7334	nobl	3
7335	nobleman	1
7336	nobodi	39
7337	nod	2
7338	noi	1
7339	nois	8
7340	noisi	1
7341	nolan	4
7342	noman	1
7343	nomin	30
7344	nomine	22
7345	non	23
7346	nonchalantli	1
7347	noncommiss	1
7348	none	48
7349	nonessenti	3
7350	nonetheless	9
7351	nonexist	5
7352	nongovern	2
7353	nonneman	2
7354	nonpartisan	6
7355	nonpolit	2
7356	nonprofit	3
7357	nonsens	2
7358	nonspecif	1
7359	nonstat	1
7360	nonstop	4
7361	nonviol	14
7362	nonword	1
7363	noon	13
7364	noparolepelti	2
7365	norah	1
7366	norfolk	94
7367	norm	3
7368	normal	91
7369	normalci	1
7370	norman	24
7371	north	109
7372	northeast	10
7373	northeastern	6
7374	northern	86
7375	northup	4
7376	northward	1
7377	northwest	20
7378	northwestern	3
7379	norton	2
7380	norway	15
7381	norwegian	56
7382	nose	4
7383	nostalgia	2
7384	notabl	10
7385	notch	4
7386	note	129
7387	notebook	2
7388	noth	105
7389	notic	19
7390	notif	1
7391	notifi	23
7392	notion	4
7393	notori	6
7394	notorieti	1
7395	notr	2
7396	notwithstand	2
7397	nov	43
7398	novel	3
7399	novelist	2
7400	novemb	37
7401	novi	5
7402	novic	1
7403	novost	1
7404	novosti	3
7405	nowaday	1
7406	nowher	8
7407	npr	14
7408	ntsb	5
7409	nuanc	1
7410	nuclear	63
7411	nude	1
7412	nudg	3
7413	nuffer	1
7414	null	1
7415	nullifi	9
7416	numb	1
7417	number	183
7418	numer	21
7419	nun	1
7420	nuria	3
7421	nurs	9
7422	nurtur	2
7423	nuvajubhai	2
7424	nw	1
7425	ny	7
7426	nytim	1
7427	oa	2
7428	oakland	1
7429	oasi	2
7430	oath	19
7431	oaxa	1
7432	obedi	2
7433	obey	9
7434	obituari	1
7435	object	41
7436	oblig	13
7437	obliqu	1
7438	obliter	2
7439	obrad	1
7440	obradov	3
7441	obrenovac	1
7442	obscen	2
7443	obscur	6
7444	observ	54
7445	observatori	1
7446	obsess	2
7447	obstacl	15
7448	obstinaci	1
7449	obstruct	3
7450	obstructionist	1
7451	obtain	73
7452	obviou	13
7453	obvious	55
7454	obyazatelstv	1
7455	occas	19
7456	occasion	14
7457	occup	11
7458	occupi	16
7459	occur	80
7460	ocean	13
7461	ochoa	3
7462	oct	128
7463	octob	85
7464	octopu	3
7465	odci	4
7466	odd	10
7467	odeh	1
7468	odium	1
7469	odlon	2
7470	odolon	2
7471	off	2
7472	offenc	1
7473	offend	18
7474	offens	20
7475	offer	165
7476	offic	659
7477	offici	1352
7478	offshoot	1
7479	offshor	11
7480	ofici	1
7481	often	70
7482	ofussia	1
7483	ogen	1
7484	ognjen	1
7485	oh	17
7486	ohio	10
7487	oht	2
7488	oik	1
7489	oil	57
7490	oiler	2
7491	oilfield	1
7492	oili	4
7493	ojdan	8
7494	ok	17
7495	okay	10
7496	okaz	1
7497	okla	2
7498	oklahoma	21
7499	oklia	1
7500	old	389
7501	olden	2
7502	older	16
7503	oldest	10
7504	oleg	2
7505	olga	3
7506	oliv	5
7507	oliva	2
7508	olivera	8
7509	olivo	1
7510	oloroc	1
7511	olsen	9
7512	olson	1
7513	olymp	21
7514	olympia	3
7515	olympian	1
7516	om	1
7517	omah	2
7518	oman	4
7519	omar	9
7520	ombudsman	4
7521	omen	3
7522	omeri	3
7523	omin	2
7524	omiss	2
7525	omit	2
7526	omnivor	1
7527	onal	1
7528	onboard	4
7529	one	1433
7530	onetim	2
7531	ong	1
7532	ongo	15
7533	onkar	2
7534	onlin	1
7535	onlook	9
7536	onsit	1
7537	onslaught	1
7538	onto	55
7539	onw	1
7540	onward	1
7541	op	1
7542	opec	2
7543	open	547
7544	openli	18
7545	oper	296
7546	opera	2
7547	operat	1
7548	opinion	28
7549	oppon	92
7550	opportun	37
7551	oppos	49
7552	opposit	605
7553	opt	6
7554	optic	2
7555	optim	4
7556	optimist	12
7557	option	70
7558	opul	4
7559	opusa	1
7560	oracl	1
7561	oral	1
7562	orang	11
7563	orano	1
7564	orat	2
7565	oratori	1
7566	orbit	1
7567	orchard	1
7568	orchestr	4
7569	ordain	1
7570	ordeal	5
7571	order	188
7572	orderli	6
7573	ordin	1
7574	ordinari	19
7575	ordnanc	12
7576	ore	9
7577	oregon	13
7578	oreman	1
7579	org	36
7580	organ	163
7581	organiz	2
7582	orgi	1
7583	orient	7
7584	origin	50
7585	orissa	1
7586	orlando	4
7587	orlean	1
7588	orphan	1
7589	orrin	2
7590	ort	1
7591	ortega	6
7592	ortel	1
7593	orthodox	28
7594	orthoped	2
7595	ortiz	5
7596	osama	101
7597	oscar	7
7598	oshima	4
7599	oshman	7
7600	oskinoff	2
7601	oslo	2
7602	osprey	2
7603	osseo	1
7604	ostentati	1
7605	osteochondrosi	1
7606	ostrichlik	1
7607	other	258
7608	otherwis	23
7609	otpor	3
7610	ottoman	6
7611	ouattara	172
7612	ought	25
7613	oui	1
7614	ould	1
7615	ouof	1
7616	oust	58
7617	ouster	9
7618	out	2
7619	outboard	5
7620	outbreak	6
7621	outburst	3
7622	outclass	1
7623	outcom	60
7624	outcri	1
7625	outdoor	5
7626	outer	14
7627	outfit	6
7628	outgo	9
7629	outgrowth	2
7630	outgun	1
7631	outing	1
7632	outlast	4
7633	outlaw	9
7634	outlay	1
7635	outlet	4
7636	outli	1
7637	outlin	9
7638	outliv	1
7639	outmaneuv	3
7640	outmod	1
7641	outnumb	3
7642	outplay	1
7643	outpol	16
7644	outpost	1
7645	outpour	5
7646	output	2
7647	outrag	23
7648	outrais	1
7649	outreach	1
7650	outright	23
7651	outset	4
7652	outsid	223
7653	outskirt	4
7654	outsmart	3
7655	outspend	1
7656	outspent	3
7657	outspoken	4
7658	outstand	2
7659	outster	1
7660	outstrip	1
7661	outtara	1
7662	outvot	1
7663	outward	3
7664	outwardli	1
7665	outweigh	2
7666	oval	5
7667	ovat	1
7668	overabund	1
7669	overal	7
7670	overbil	1
7671	overboard	2
7672	overcam	8
7673	overcom	14
7674	overconfid	3
7675	overcrowd	1
7676	overdo	1
7677	overdu	1
7678	overec	1
7679	overestim	1
7680	overextend	4
7681	overflow	4
7682	overh	1
7683	overhaul	4
7684	overhead	19
7685	overjoy	1
7686	overlap	1
7687	overli	2
7688	overload	3
7689	overlook	8
7690	overnight	26
7691	overpaid	1
7692	overpow	22
7693	overreact	1
7694	overrid	3
7695	overrul	1
7696	overrun	2
7697	oversaw	6
7698	overse	32
7699	oversea	29
7700	overshadow	13
7701	oversight	1
7702	overst	2
7703	overstay	1
7704	overstep	1
7705	overt	3
7706	overtak	2
7707	overtaken	1
7708	overthrew	6
7709	overthrow	10
7710	overthrown	6
7711	overtim	3
7712	overtli	1
7713	overton	1
7714	overtook	1
7715	overtur	2
7716	overturff	5
7717	overturn	17
7718	overwhelm	27
7719	overwhelmingli	2
7720	overwrought	1
7721	overzeal	2
7722	owe	13
7723	owen	10
7724	owhali	7
7725	own	24
7726	owner	21
7727	ownership	1
7728	oxfam	2
7729	oxfamamerica	1
7730	oxygen	1
7731	oyanguren	1
7732	pa	24
7733	pabl	2
7734	pac	1
7735	pace	11
7736	pacif	37
7737	pack	36
7738	packag	4
7739	pact	9
7740	paddi	18
7741	paddl	1
7742	padella	1
7743	padlock	1
7744	pae	3
7745	page	44
7746	pageantri	2
7747	pager	1
7748	paid	35
7749	paig	1
7750	pain	40
7751	painstak	3
7752	painstakingli	3
7753	paint	13
7754	painter	1
7755	pair	21
7756	pajama	1
7757	pajoli	2
7758	pakistan	51
7759	pakistani	10
7760	palac	37
7761	palacio	2
7762	palanka	3
7763	pale	2
7764	palestin	13
7765	palestinian	132
7766	pall	2
7767	pallbear	1
7768	palm	5
7769	palmer	14
7770	paltri	1
7771	pamper	1
7772	pamphlet	3
7773	pan	12
7774	panama	38
7775	panamanian	1
7776	panamericana	1
7777	panchal	1
7778	pandya	28
7779	paneagua	3
7780	panel	23
7781	paniagua	113
7782	panic	18
7783	panick	8
7784	pant	1
7785	pantap	1
7786	panther	1
7787	pantsuit	1
7788	paola	3
7789	papandr	4
7790	paper	28
7791	paperwork	2
7792	para	1
7793	parachut	1
7794	parad	31
7795	paradigm	1
7796	paradox	1
7797	parafinanci	2
7798	paraguay	3
7799	parallel	6
7800	paralys	1
7801	paralyz	1
7802	paramed	2
7803	paramilitari	12
7804	paranoia	3
7805	paranoiac	1
7806	paraphras	1
7807	parapleg	2
7808	parapolic	2
7809	pardon	401
7810	parent	71
7811	pari	9
7812	pariah	5
7813	parikh	2
7814	parishion	3
7815	park	102
7816	parlanc	3
7817	parlett	1
7818	parliament	183
7819	parliamentari	7
7820	parliamentarian	1
7821	parlor	1
7822	parmar	1
7823	parodi	1
7824	parol	32
7825	part	344
7826	parth	2
7827	parti	511
7828	partial	12
7829	particip	68
7830	particular	35
7831	particularli	46
7832	partisan	6
7833	partisanship	2
7834	partit	2
7835	partli	11
7836	partner	51
7837	partnership	5
7838	parvail	1
7839	pasariavich	1
7840	pascagoula	6
7841	pascual	2
7842	paso	14
7843	pasriavach	4
7844	pasriavich	1
7845	pasricha	2
7846	pass	91
7847	passag	7
7848	passageway	2
7849	passeng	5
7850	passion	12
7851	passiv	2
7852	passport	12
7853	past	175
7854	pasta	1
7855	pastim	1
7856	pastri	7
7857	pastur	1
7858	pat	13
7859	pataki	1
7860	patch	4
7861	patel	20
7862	patera	1
7863	patern	2
7864	path	18
7865	pathway	2
7866	patienc	6
7867	patient	19
7868	patriarch	1
7869	patricia	8
7870	patrick	59
7871	patriot	4
7872	patrol	23
7873	patron	1
7874	patronag	2
7875	patt	1
7876	patten	7
7877	pattern	13
7878	patti	6
7879	paubl	1
7880	pauciti	1
7881	paul	28
7882	paula	2
7883	pauli	2
7884	paulin	1
7885	paus	9
7886	paval	1
7887	pave	7
7888	pavel	13
