t_index	term	df
1696	center	200
1697	centerpiec	2
1698	centigrad	1
1699	centimet	2
1700	central	94
1701	centrist	8
1702	centuri	32
1703	ceo	1
1704	ceremoni	62
1705	cerf	9
1706	cerna	3
1707	certain	41
1708	certainli	72
1709	certainti	4
1710	certif	3
1711	certifi	3
1712	cesar	2
1713	cessat	1
1714	cessna	8
1715	cetera	1
1716	cetinj	1
1717	cha	1
1718	chad	2
1719	chadwick	2
1720	chafe	3
1721	chagrin	1
1722	chain	14
1723	chair	19
1724	chairman	70
1725	chairmen	3
1726	chalk	2
1727	challeng	108
1728	chamber	18
1729	chamberlain	2
1730	chameleon	1
1731	champ	11
1732	champion	115
1733	championship	7
1734	chanc	117
1735	chancellor	5
1736	chanda	3
1737	chandeli	2
1738	chandler	19
1739	chandrika	1
1740	chang	185
1741	changeov	9
1742	channel	20
1743	chant	39
1744	chao	41
1745	chaotic	8
1746	chap	2
1747	chapel	5
1748	chaplain	15
1749	chaplin	1
1750	chappaqua	11
1751	chapter	12
1752	char	3
1753	charact	17
1754	character	7
1755	characterist	5
1756	charad	1
1757	charg	299
1758	charisma	2
1759	charit	7
1760	chariti	6
1761	charl	27
1762	charleston	3
1763	charlestown	1
1764	charli	2
1765	charlott	2
1766	chart	2
1767	charter	9
1768	chase	22
1769	chasm	2
1770	chat	5
1771	chattanooga	1
1772	chatti	1
1773	chau	2
1774	chauffeur	1
1775	chavez	10
1776	cheap	1
1777	cheat	11
1778	chebeck	14
1779	chechnya	9
1780	check	52
1781	checker	1
1782	checkpoint	2
1783	checkup	3
1784	cheek	1
1785	cheer	43
1786	cheerlead	2
1787	chees	1
1788	chef	2
1789	chela	12
1790	chell	1
1791	chelsea	18
1792	chemic	9
1793	chemistri	3
1794	chemotherapi	1
1795	cheney	49
1796	cheri	20
1797	cherish	2
1798	chernomyrdin	2
1799	cheroke	4
1800	cheron	3
1801	cherri	2
1802	chesapeak	1
1803	chest	8
1804	chetna	1
1805	chetsov	1
1806	chew	1
1807	chi	37
1808	chic	1
1809	chicago	6
1810	chicken	2
1811	chide	1
1812	chief	270
1813	chiefli	3
1814	child	57
1815	childhood	4
1816	children	103
1817	chile	9
1818	chill	17
1819	chilli	5
1820	chillicoth	2
1821	china	60
1822	chines	15
1823	chinfo	4
1824	ching	1
1825	chink	1
1826	chino	2
1827	chip	8
1828	chirac	10
1829	chisel	1
1830	chizhov	1
1831	chizov	1
1832	chladkova	3
1833	chlorin	4
1834	chocol	1
1835	choi	1
1836	choic	52
1837	chok	1
1838	choke	7
1839	cholera	1
1840	chomp	1
1841	chon	1
1842	choos	19
1843	chopper	1
1844	chopstick	1
1845	choreograph	1
1846	chorichech	2
1847	choru	1
1848	chose	13
1849	chosen	14
1850	chouchescu	2
1851	chow	1
1852	chri	37
1853	chrisdorton	2
1854	christen	4
1855	christi	4
1856	christian	38
1857	christianchildrensfund	1
1858	christina	3
1859	christma	69
1860	christoph	21
1861	chronic	2
1862	chronicl	2
1863	chrysanthemum	1
1864	chu	1
1865	chubbi	2
1866	chuck	10
1867	chuckl	2
1868	chudakova	3
1869	chunk	4
1870	church	79
1871	churchvil	1
1872	churchworldservic	1
1873	churn	1
1874	cia	38
1875	cienfuego	1
1876	cigarett	2
1877	cinder	1
1878	cinderblock	3
1879	cinema	2
1880	cio	2
1881	circl	19
1882	circu	3
1883	circuit	8
1884	circul	8
1885	circumst	37
1886	circumstanti	2
1887	circumv	3
1888	cisnero	14
1889	ciss	1
1890	citadel	1
1891	citat	2
1892	cite	38
1893	citi	379
1894	citizen	90
1895	citizenri	2
1896	citizenship	14
1897	citywid	1
1898	civic	5
1899	civil	82
1900	civilian	66
1901	clad	3
1902	claiborn	2
1903	claim	190
1904	clair	9
1905	clamber	5
1906	clamor	3
1907	clandestin	3
1908	clap	1
1909	clarenc	1
1910	clarifi	3
1911	clariti	1
1912	clark	95
1913	clarkston	1
1914	clash	77
1915	clasp	1
1916	class	63
1917	classic	7
1918	classifi	47
1919	classmat	2
1920	classroom	2
1921	clavet	1
1922	claw	6
1923	clay	6
1924	clean	26
1925	cleanli	1
1926	cleans	8
1927	clear	247
1928	clearanc	7
1929	clearer	4
1930	clearest	1
1931	clearli	64
1932	cleavag	1
1933	cleaver	2
1934	clemenc	62
1935	clement	85
1936	clergi	2
1937	cleric	5
1938	clerk	9
1939	cleveland	2
1940	clever	4
1941	cleverli	1
1942	click	2
1943	client	17
1944	cliff	1
1945	clifford	2
1946	clijster	15
1947	climact	1
1948	climat	4
1949	climax	4
1950	climb	23
1951	clime	1
1952	clinch	2
1953	cling	8
1954	clinic	8
1955	clink	1
1956	clinton	1245
1957	clintonesqu	1
1958	clintonit	1
1959	clip	3
1960	clister	1
1961	cloak	1
1962	clock	16
1963	clod	1
1964	clodfelt	5
1965	clog	1
1966	cloister	1
1967	cloner	1
1968	closabl	1
1969	close	380
1970	closemouth	1
1971	closer	30
1972	closest	35
1973	closet	1
1974	closeup	1
1975	closhg	1
1976	closur	7
1977	cloth	49
1978	cloud	23
1979	cloudless	1
1980	clout	4
1981	clown	1
1982	clton	1
1983	club	17
1984	clue	31
1985	clump	1
1986	clumsi	1
1987	clung	2
1988	cluster	4
1989	clutch	4
1990	clyde	1
1991	cmc	1
1992	cmdr	38
1993	cnn	57
1994	co	31
1995	coach	17
1996	coachlight	13
1997	coal	50
1998	coalit	71
1999	coalmin	1
2000	coast	274
2001	coastal	11
2002	coaster	1
2003	coastlin	12
2004	coat	10
2005	coax	3
2006	cobar	1
2007	coburn	8
2008	coca	2
2009	cocain	8
2010	cochran	7
2011	cochranvil	1
2012	cock	6
2013	cocker	1
2014	cocktail	3
2015	coco	2
2016	cocoa	16
2017	cocodi	3
2018	code	10
2019	codi	5
2020	coercion	1
2021	coetzer	41
2022	coey	1
2023	coffe	39
2024	coffer	2
2025	coffield	1
2026	coffin	21
2027	cognac	1
2028	cohen	147
2029	coher	1
2030	cohes	3
2031	cohort	1
2032	coil	2
2033	coin	4
2034	coincid	6
2035	coincident	1
2036	coker	1
2037	coki	2
2038	col	20
2039	cold	52
2040	cole	1073
2041	coleman	1
2042	coler	8
2043	colin	8
2044	colina	78
2045	collabor	3
2046	collag	1
2047	collaps	138
2048	collar	1
2049	collat	2
2050	colleagu	25
2051	collect	36
2052	collector	5
2053	colleg	38
2054	coller	4
2055	collid	7
2056	collin	2
2057	collis	36
2058	collus	1
2059	colo	9
2060	colobora	1
2061	colombia	14
2062	colombian	3
2063	colon	4
2064	coloni	24
2065	colonna	1
2066	color	17
2067	colorado	63
2068	columbia	19
2069	columbin	2
2070	column	8
2071	columnist	1
2072	com	42
2073	comasagua	5
2074	comb	10
2075	combat	25
2076	combin	23
2077	combrat	1
2078	come	403
2079	comeback	19
2080	comedian	1
2081	comen	1
2082	comfort	28
2083	comic	1
2084	command	241
2085	commando	5
2086	commemor	7
2087	commenc	1
2088	commend	3
2089	comment	93
2090	commentari	5
2091	commerc	11
2092	commerci	40
2093	comminut	1
2094	commiss	189
2095	commissari	2
2096	commission	15
2097	commit	110
2098	committe	126
2099	commod	11
2100	common	41
2101	commonli	5
2102	commot	1
2103	commun	148
2104	communiqu	5
2105	communist	120
2106	commut	48
2107	compact	1
2108	compani	100
2109	companion	4
2110	companionship	4
2111	compar	31
2112	comparison	9
2113	compart	110
2114	compass	6
2115	compassion	4
2116	compel	10
2117	compens	5
2118	compensatori	1
2119	compet	16
2120	competit	26
2121	competitor	2
2122	compil	5
2123	complac	4
2124	complain	40
2125	complaint	23
2126	complement	2
2127	complet	114
2128	complex	46
2129	compli	6
2130	complianc	3
2131	complic	32
2132	compliment	5
2133	compon	2
2134	compos	1
2135	composit	4
2136	composur	6
2137	compound	32
2138	comprehend	1
2139	comprehens	5
2140	compress	1
2141	compris	3
2142	compromis	17
2143	compuls	1
2144	comput	28
2145	comrad	7
2146	con	5
2147	conceal	10
2148	conced	63
2149	conceiv	9
2150	concentr	22
2151	concept	8
2152	concern	133
2153	concernusa	1
2154	concert	9
2155	concess	18
2156	conchita	3
2157	concili	2
2158	conciliatori	3
2159	conclud	60
2160	conclus	40
2161	concret	60
2162	concur	1
2163	concuss	1
2164	condemn	30
2165	condit	183
2166	condition	1
2167	condol	15
2168	condoleezza	1
2169	condon	2
2170	conduct	65
2171	conduit	1
2172	confer	75
2173	confess	16
2174	confetti	9
2175	confid	71
2176	confidenti	1
2177	configur	1
2178	confin	6
2179	confirm	141
2180	confisc	1
2181	conflict	64
2182	conform	1
2183	confound	2
2184	confront	44
2185	confus	23
2186	cong	1
2187	congeni	1
2188	congest	5
2189	congo	2
2190	congratul	39
2191	congreg	1
2192	congress	253
2193	congression	46
2194	congressman	59
2195	congressmen	1
2196	congresswoman	2
2197	conjunct	2
2198	conn	4
2199	connal	31
2200	connect	79
2201	connecticut	18
2202	connel	1
2203	connelli	2
2204	connett	2
2205	conni	7
2206	conniv	2
2207	connoli	1
2208	connolli	1
2209	connor	1
2210	conquer	1
2211	conqueror	3
2212	conquest	2
2213	conrad	7
2214	conscienc	3
2215	consciou	4
2216	conscious	2
2217	consecut	31
2218	consensu	9
2219	consent	2
2220	consequ	23
2221	consequenti	1
2222	conserv	26
2223	conservat	1
2224	conservationist	1
2225	consid	151
2226	consider	28
2227	consign	1
2228	consist	16
2229	consistu	1
2230	consol	8
2231	consolid	13
2232	consortium	7
2233	conspicu	2
2234	conspir	9
2235	conspiraci	31
2236	constant	13
2237	constantinescu	1
2238	constantli	10
2239	constern	1
2240	constitu	5
2241	constitut	152
2242	constrain	1
2243	constrict	1
2244	construct	48
2245	consul	11
2246	consular	4
2247	consult	25
2248	consum	5
2249	consumpt	1
2250	contact	43
2251	contain	52
2252	contamin	1
2253	contempl	4
2254	contemporari	2
2255	contempt	10
2256	contend	28
2257	content	21
2258	contenti	4
2259	contest	58
2260	context	10
2261	contin	8
2262	continent	1
2263	conting	5
2264	continu	286
2265	contort	1
2266	contra	1
2267	contract	36
2268	contractor	7
2269	contradict	7
2270	contrari	7
2271	contrast	5
2272	contribut	50
2273	contributor	5
2274	contrit	1
2275	contriv	1
2276	control	304
2277	controversi	45
2278	conven	14
2279	conveni	20
2280	convent	8
2281	converg	14
2282	convers	23
2283	convert	6
2284	convey	3
2285	convict	314
2286	convictsgetaway	1
2287	convinc	30
2288	convincingli	1
2289	convok	1
2290	convoy	19
2291	cooey	1
2292	cook	26
2293	cool	8
2294	cooler	2
2295	coon	1
2296	cooper	99
2297	coordin	34
2298	cop	2
2299	cope	10
2300	copi	19
2301	copper	3
2302	cord	1
2303	cordial	3
2304	cordillera	1
2305	cordon	13
2306	core	11
2307	corech	1
2308	coretta	1
2309	corey	2
2310	cori	5
2311	corina	4
2312	corn	2
2313	cornahaim	1
2314	cornaheim	1
2315	cornard	2
2316	corner	41
2317	cornerston	1
2318	cornett	4
2319	corni	1
2320	cornwal	1
2321	corollari	1
2322	coron	2
2323	corp	21
2324	corpor	16
2325	corps	21
2326	corpu	1
2327	corral	1
2328	correct	30
2329	correctli	5
2330	correl	4
2331	correspond	26
2332	corridor	2
2333	corros	3
2334	corrug	2
2335	corrupt	130
2336	corzin	25
2337	cosbi	1
2338	cosic	1
2339	cosmeniov	1
2340	cosminov	4
2341	cost	49
2342	costa	6
2343	costello	1
2344	costelow	1
2345	costli	6
2346	costliest	3
2347	cot	4
2348	coteri	1
2349	cotibua	1
2350	coton	2
2351	cotton	7
2352	couch	2
2353	coue	1
2354	could	707
2355	coulibali	13
2356	council	66
2357	councilman	1
2358	counsel	30
2359	counselor	2
2360	count	113
2361	counter	22
2362	counterattack	6
2363	counterintellig	3
2364	counternarcot	2
2365	counterpart	5
2366	counterpunch	1
2367	counterrevolutionari	1
2368	counterterror	13
2369	counti	48
2370	countless	1
2371	countri	855
2372	countryman	7
2373	countrymen	8
2374	countrysid	17
2375	coup	78
2376	coupl	50
2377	courag	13
2378	courier	4
2379	cours	73
2380	court	408
2381	courtesi	1
2382	courthous	4
2383	courtland	1
2384	courtroom	7
2385	courtsid	2
2386	courtyard	6
2387	cousin	5
2388	coustunitza	1
2389	coven	1
2390	cover	81
2391	coverag	22
2392	coverdel	5
2393	covic	3
2394	cow	7
2395	coward	2
2396	cowardli	16
2397	cowboy	3
2398	cower	3
2399	cowl	1
2400	cp	1
2401	cpn	2
2402	crabbi	1
2403	crack	40
2404	crackdown	10
2405	crackl	2
2406	cradl	1
2407	craft	30
2408	crafti	2
2409	cragey	3
2410	craggi	2
2411	craig	13
2412	cram	3
2413	cramp	9
2414	crane	26
2415	cranni	1
2416	crap	1
2417	crash	137
2418	crater	6
2419	crave	2
2420	crawl	11
2421	crazi	7
2422	creak	1
2423	creaki	2
2424	cream	3
2425	creasingli	1
2426	creat	56
2427	creation	5
2428	creativ	2
2429	creator	1
2430	credenc	2
2431	credenti	16
2432	credibl	55
2433	credit	22
2434	creditor	4
2435	cree	1
2436	creed	2
2437	creek	1
2438	creep	5
2439	creepi	1
2440	cremat	4
2441	crematoria	1
2442	crematorium	2
2443	crept	6
2444	crescent	1
2445	crest	2
2446	crestfallen	1
2447	crevic	1
2448	crew	268
2449	crewman	4
2450	crewmemb	7
2451	crewmen	17
2452	cri	57
2453	crime	129
2454	crimin	169
2455	criminolog	1
2456	crippl	42
2457	crise	17
2458	crisi	72
2459	crisp	3
2460	cristo	1
2461	criteria	2
2462	critic	173
2463	croat	5
2464	croatia	15
2465	croatian	3
2466	croifl	1
2467	croni	21
2468	crook	7
2469	crop	3
2470	crosbi	7
2471	cross	62
2472	crosscourt	5
2473	crossfir	1
2474	crouch	21
2475	crous	3
2476	crow	1
2477	crowbar	6
2478	crowd	172
2479	crowley	16
2480	crown	10
2481	crucial	23
2482	crucifi	1
2483	crude	1
2484	crue	1
2485	cruel	3
2486	cruelti	3
2487	cruis	17
2488	cruiser	3
2489	cruman	1
2490	crumbl	22
2491	crumpl	3
2492	crusad	4
2493	crush	23
2494	crust	1
2495	crutch	6
2496	cruz	1
2497	crwrc	2
2498	cryptic	1
2499	crystal	2
2500	cuba	20
2501	cuban	7
2502	cue	1
2503	cuellar	15
2504	cuff	1
2505	cul	1
2506	culmin	8
2507	culpabl	1
2508	culprit	9
2509	cultiv	2
2510	cultur	14
2511	cummin	3
2512	cun	5
2513	cuomo	3
2514	cup	18
2515	cupboard	1
2516	curb	5
2517	curdl	1
2518	cure	1
2519	curfew	13
2520	curios	2
2521	curiou	9
2522	currenc	2
2523	current	62
2524	curriculum	5
2525	curs	4
2526	cursori	1
2527	curt	2
2528	curtail	4
2529	curtain	3
2530	curti	3
2531	curv	3
2532	cush	2
2533	cusp	1
2534	cussin	4
2535	custodi	26
2536	custodian	3
2537	custom	10
2538	customari	2
2539	cut	163
2540	cutback	1
2541	cutigua	1
2542	cutter	8
2543	cybercaf	1
2544	cybernet	2
2545	cycl	3
2546	cyclon	1
2547	cylind	1
2548	cylindr	1
2549	cynic	9
2550	cypru	2
2551	cyr	1
2552	czarist	2
2553	czech	16
2554	czechoslovakian	2
2555	da	5
2556	dad	13
2557	dada	1
2558	dade	6
2559	dadiv	4
2560	dae	5
2561	daewoo	5
2562	dagestan	3
2563	dagger	3
2564	daili	36
2565	daja	2
2566	dakota	22
2567	dakotan	1
2568	dakouri	1
2569	dalal	20
2570	dale	2
2571	daley	11
2572	dali	2
2573	dalla	53
2574	dalworthington	1
2575	dam	1
2576	damag	270
2577	damascu	2
2578	dame	1
2579	damir	5
2580	dammaj	13
2581	damor	2
2582	damp	1
2583	dampen	2
2584	dan	18
2585	dana	2
2586	danah	9
2587	danburi	2
2588	danc	14
2589	dancer	3
2590	dandelion	1
2591	dane	1
2592	danewich	1
2593	danforth	3
2594	danger	124
2595	dangl	2
2596	daniel	22
2597	daniela	6
2598	daniil	2
2599	danni	1
2600	danzig	9
2601	daoud	1
2602	dapist	2
2603	dar	5
2604	darden	1
2605	dare	17
2606	daren	7
2607	dark	31
2608	darken	3
2609	darl	1
2610	darn	1
2611	darrel	2
2612	dart	1
2613	darwinian	1
2614	daschl	12
2615	dash	4
2616	dashboard	1
2617	data	4
2618	date	35
2619	datelin	12
2620	daughter	68
2621	daunt	6
2622	dave	21
2623	davenport	117
2624	davi	6
2625	david	73
2626	davidian	2
2627	dawn	27
2628	day	848
2629	daybreak	3
2630	dayeb	1
2631	daylight	4
2632	dayton	14
2633	daytona	1
2634	daze	4
2635	dazesurvivor	1
2636	dc	8
2637	dd	16
2638	ddg	7
2639	de	30
2640	dea	1
2641	deactiv	2
2642	dead	252
2643	deadli	59
2644	deadliest	16
2645	deadlin	14
2646	deadlock	3
2647	deaf	1
2648	deal	145
2649	dealt	6
2650	dean	10
2651	dear	6
2652	dearborn	2
2653	dearli	3
2654	death	314
2655	debar	1
2656	debat	142
2657	debbi	5
2658	deborah	4
2659	debra	2
2660	debri	52
2661	debt	19
2662	debut	1
2663	dec	53
2664	decad	90
2665	decay	2
2666	deceas	9
2667	deceit	1
2668	decemb	93
2669	decent	2
2670	decentr	3
2671	decept	1
2672	decibel	1
2673	decid	117
2674	decidedli	1
2675	decis	282
2676	deck	67
2677	declar	132
2678	declassifi	2
2679	declin	54
2680	decod	2
2681	decompos	1
2682	decor	2
2683	decrat	2
2684	decre	2
2685	decri	3
2686	ded	1
2687	dedic	11
2688	dedinj	7
2689	dee	1
2690	deed	3
2691	deem	8
2692	deep	67
2693	deepen	5
2694	deeper	3
2695	deepest	1
2696	deepli	25
2697	defac	1
2698	default	4
2699	defeat	252
2700	defect	3
2701	defenc	4
2702	defend	161
2703	defens	266
2704	defenselink	3
2705	defer	2
2706	defi	6
2707	defianc	7
2708	defiant	6
2709	defiantli	2
2710	defici	1
2711	deficit	14
2712	defin	7
2713	definit	41
2714	deflat	1
2715	deflect	6
2716	defoli	1
2717	defolt	3
2718	deforest	14
2719	defraud	3
2720	defunct	2
2721	defus	3
2722	degr	1
2723	degrad	4
2724	degre	35
2725	dehuman	1
2726	dehydr	3
2727	del	11
2728	delawar	35
2729	delay	35
2730	deleg	12
2731	delhi	31
2732	deli	2
2733	deliber	16
2734	delic	7
2735	delici	1
2736	delight	5
2737	deliv	36
2738	deliveri	2
2739	dell	1
2740	delsaut	2
2741	delta	15
2742	delus	2
2743	delv	1
2744	demaci	1
2745	demagogu	2
2746	demand	98
2747	demarc	1
2748	demean	1
2749	demeanor	2
2750	dementieva	7
2751	demick	1
2752	demilitar	1
2753	demis	6
2754	democraci	126
2755	democrat	627
2756	democratich	1
2757	demograph	1
2758	demolish	6
2759	demolit	9
2760	demon	4
2761	demonstr	154
2762	demot	2
2763	demur	1
2764	demystifi	1
2765	dengu	1
2766	deni	111
2767	denial	5
2768	denigr	1
2769	denis	23
2770	denisa	3
2771	denn	1
2772	denni	8
2773	denomin	1
2774	denounc	16
2775	dens	6
2776	dent	2
2777	dental	1
2778	denver	25
2779	depart	300
2780	departur	21
2781	depend	42
2782	depict	1
2783	deplan	1
2784	deplet	2
2785	deplor	3
2786	deploy	25
2787	deport	4
2788	deportieren	1
2789	depos	7
2790	deposit	4
2791	depot	4
2792	depress	4
2793	depriv	1
2794	dept	1
2795	depth	20
2796	deputi	50
2797	dequia	4
2798	derail	1
2799	derelict	1
2800	deriv	4
2801	desai	2
2802	descend	18
2803	descent	9
2804	describ	104
2805	descript	9
2806	desegreg	1
2807	desert	46
2808	deserv	15
2809	deservedli	2
2810	design	48
2811	designe	1
2812	desir	17
2813	desist	3
2814	desk	8
2815	desol	1
2816	despair	7
2817	desper	44
2818	despic	12
2819	despis	3
2820	despit	131
2821	despot	1
2822	destabil	4
2823	destin	10
2824	destini	1
2825	destitut	1
2826	destroy	333
2827	destruct	33
2828	desvid	1
2829	detach	4
2830	detail	117
2831	detain	39
2832	detaine	2
2833	detect	14
2834	detector	1
2835	detent	13
2836	deter	16
2837	deterg	1
2838	deterior	11
2839	determin	125
2840	deterr	2
2841	detest	1
2842	deton	32
2843	detour	4
2844	detritu	1
2845	detroit	4
2846	deuc	12
2847	deutch	31
2848	deutsch	1
2849	devast	72
2850	devastatingli	1
2851	develop	119
2852	deviat	1
2853	devic	18
2854	devilish	1
2855	devis	1
2856	devot	15
2857	devour	2
2858	devoutli	1
2859	dewat	2
2860	dewin	2
2861	dhabi	4
2862	dhahran	12
2863	dharan	1
2864	dhingra	1
2865	dhrumal	1
2866	diabak	3
2867	diagnos	5
2868	diagnosi	1
2869	diagnost	1
2870	diagnostico	1
2871	diagram	1
2872	dialect	1
2873	diallo	2
2874	dialo	3
2875	dialogu	9
2876	diamet	3
2877	diamond	5
2878	dian	2
2879	diann	4
2880	diari	2
2881	diarrhea	3
2882	diaz	2
2883	dick	37
2884	dickinson	1
2885	dictablanda	1
2886	dictadura	1
2887	dictat	36
2888	dictatori	3
2889	dictatorship	11
2890	diction	4
2891	dictionari	1
2892	dictment	1
2893	die	282
2894	diego	6
2895	dienstbier	2
2896	diesel	2
2897	diet	3
2898	differ	156
2899	difficult	100
2900	difficulti	23
2901	diffus	1
2902	dig	67
2903	digest	1
2904	digger	3
2905	digit	4
2906	dignitari	5
2907	digniti	9
2908	dilapid	1
2909	dilemma	4
2910	dilfer	3
2911	dilig	1
2912	dilut	1
2913	dime	1
2914	dimens	2
2915	diminish	5
2916	diminut	1
2917	dimitr	4
2918	dimitri	2
2919	dimmer	1
2920	dina	1
2921	dinar	4
2922	dine	8
2923	dinghi	6
2924	dingi	1
2925	dinh	2
2926	dinkic	18
2927	dinner	11
2928	dioulo	1
2929	dip	2
2930	diplomaci	10
2931	diplomat	85
2932	diplospeak	4
2933	dire	1
2934	direct	95
2935	directli	40
2936	director	123
2937	directrelief	1
2938	diring	1
2939	dirksen	1
2940	dirt	59
2941	dirti	12
2942	dirtiest	1
2943	disabl	4
2944	disadvantag	1
2945	disaffect	1
2946	disagr	4
2947	disagre	12
2948	disappear	28
2949	disappoint	28
2950	disapprov	1
2951	disarm	1
2952	disarma	2
2953	disarray	2
2954	disassembl	1
2955	disast	112
2956	disastr	8
2957	disband	6
2958	disbar	4
2959	disbelief	5
2960	disc	1
2961	discard	2
2962	discharg	4
2963	disciplin	13
2964	disciplinari	6
2965	disclos	13
2966	disclosur	9
2967	discomfort	4
2968	discont	2
2969	discontinu	1
2970	discord	2
2971	discothequ	1
2972	discount	1
2973	discourag	9
2974	discov	40
2975	discoveri	14
2976	discovi	1
2977	discredit	10
2978	discreet	1
2979	discrep	4
2980	discret	4
2981	discrimin	6
2982	discuss	85
2983	disdain	4
2984	diseas	10
2985	disenfranchis	3
2986	disgaz	1
2987	disgrac	12
2988	disgruntl	6
2989	disguis	9
2990	disgust	1
2991	dish	1
2992	dishdasha	1
2993	dishearten	2
2994	dishonor	2
2995	disillus	2
2996	disinfect	5
2997	disinform	1
2998	disintegr	11
2999	dislik	1
3000	disloc	2
3001	dislodg	2
3002	dismal	1
3003	dismantl	10
3004	dismay	3
3005	dismemb	1
3006	dismiss	40
3007	disobedi	16
3008	disord	3
3009	disori	2
3010	dispar	4
3011	disparag	2
3012	dispatch	34
3013	dispel	2
3014	dispens	1
3015	dispers	13
3016	displac	2
3017	display	29
3018	displeas	1
3019	displeasur	1
3020	dispos	12
3021	disposit	1
3022	disprov	2
3023	disput	40
3024	disqualifi	9
3025	disquiet	1
3026	disregard	5
3027	disreput	1
3028	disrespect	2
3029	disrupt	9
3030	dissect	1
3031	dissemin	5
3032	dissent	7
3033	dissid	6
3034	dissip	1
3035	dissolv	13
3036	dissuas	1
3037	distanc	16
3038	distant	7
3039	distinct	8
3040	distinctli	1
3041	distinguish	8
3042	distort	6
3043	distract	9
3044	distraught	13
3045	distress	4
3046	distribut	30
3047	district	44
3048	distrust	1
3049	disturb	9
3050	disun	2
3051	ditch	5
3052	dive	23
3053	diver	192
3054	divers	8
3055	diversifi	1
3056	divert	8
3057	divid	42
3058	divis	31
3059	divorc	3
3060	divulg	4
3061	dixon	4
3062	dixvil	1
3063	dizzi	2
3064	djahouri	1
3065	djibouti	26
3066	djikal	1
3067	djila	3
3068	djindjic	37
3069	djukanov	5
3070	djuro	2
3071	dmitri	12
3072	dmon	1
3073	dna	5
3074	dnevnik	1
3075	do	5
3076	doan	2
3077	dobrica	1
3078	dochterman	1
3079	dock	55
3080	docksid	2
3081	doctor	88
3082	doctorswithoutbord	1
3083	doctrin	1
3084	document	63
3085	documentari	1
3086	dodg	1
3087	dodgi	3
3088	doer	1
3089	dog	50
3090	dogged	1
3091	doggedli	1
3092	doha	1
3093	dokic	29
3094	doll	2
3095	dollar	57
3096	dolphin	2
3097	domain	2
3098	dome	2
3099	domest	19
3100	domin	47
3101	dominican	1
3102	dominik	16
3103	dominikov	4
3104	dominion	2
3105	dominiqu	2
3106	domino	3
3107	don	2
3108	donald	39
3109	donaldson	2
3110	donat	29
3111	done	138
3112	dong	1
3113	donkey	2
3114	donna	2
3115	donnel	4
3116	donor	11
3117	dooda	2
3118	doom	9
3119	door	68
3120	doorway	2
3121	dopher	4
3122	dora	1
3123	dorcol	1
3124	doreen	1
3125	dori	1
3126	dormitori	1
3127	dorothi	3
3128	dose	1
3129	dostoyevski	1
3130	dot	3
3131	doubl	70
3132	doubt	56
3133	doudou	1
3134	doug	2
3135	dougal	11
3136	dougherti	2
3137	dougla	2
3138	dour	2
3139	dove	1
3140	dover	28
3141	dow	2
3142	down	4
3143	downbeat	1
3144	downfal	19
3145	downplay	3
